Datum und Uhrzeit;Wochentag;#;ST;Heim;Mannschaft 1: Verein;Gast;Mannschaft 2: Verein;SR;Schiedsgericht: Verein;Gastgeber;Gastgeber: Verein;Austragungsort/Ergebnis;Ort;Ergebnis;Saison;Spielrunde;Geschlecht;Ballpunkte;Spieldauer;Zuschauerzahl;Satzpunkte 1;Satzpunkte 2;Satz 1 - Ballpunkte 1;Satz 1 - Ballpunkte 2;Satz 1 - Satzdauer;Satz 2 - Ballpunkte 1;Satz 2 - Ballpunkte 2;Satz 2 - Satzdauer;Satz 3 - Ballpunkte 1;Satz 3 - Ballpunkte 2;Satz 3 - Satzdauer;Satz 4 - Ballpunkte 1;Satz 4 - Ballpunkte 2;Satz 4 - Satzdauer;Satz 5 - Ballpunkte 1;Satz 5 - Ballpunkte 2;Satz 5 - Satzdauer;Datum;Uhrzeit;USC_Team;Gruppen-Ebene;Spielgruppe;Spielfeld;Feldrunde;Datum_DT;Tag
"""17.01.2026, 17:15:00""";"""Samstag""";"""36""";"""Spieltag 9""";"""SV Blau-Weiß Aasee V""";"""SV Blau-Weiß Aasee e.V.""";"""USC5""";"""USC Münster e.V.""";"""TuS Saxonia Münster IV""";"""TuS Saxonia Münster 1883 e.V.""";"""TuS Saxonia Münster IV""";"""TuS Saxonia Münster 1883 e.V.""";"""3:1 / 103:92""";"""Städtisches Wilhelm-Hittorf-Gymnasium (48151 Münster)""";"""3:1 / 103:92""";"""2025/26""";"""Bezirksklasse 26 Frauen""";"""weiblich""";"""103:92""";"""162""";;"""3""";"""1""";"""25""";"""22""";"""80""";"""28""";"""30""";"""33""";"""25""";"""19""";"""23""";"""25""";"""21""";"""26""";;;;;;USC5;;;;;;
"""24.01.2026, 12:00:00""";"""Samstag""";"""39""";"""Spieltag 10""";"""SV Blau-Weiß Aasee V""";"""SV Blau-Weiß Aasee e.V.""";"""TSV Handorf""";"""TSV Handorf 1926/64 e.V.""";"""USC5""";"""USC Münster e.V.""";"""SV Blau-Weiß Aasee V""";"""SV Blau-Weiß Aasee e.V.""";"""3:0 / 75:48""";"""Sporthalle der Bonhoeffer Schule (48151 Münster)""";"""3:0 / 75:48""";"""2025/26""";"""Bezirksklasse 26 Frauen""";"""weiblich""";"""75:48""";"""64""";;"""3""";"""0""";"""25""";"""14""";"""19""";"""25""";"""15""";"""21""";"""25""";"""19""";"""24""";;;;;;;;;USC5;;;;;;
"""24.01.2026, 13:15:00""";"""Samstag""";"""40""";"""Spieltag 10""";"""USC5""";"""USC Münster e.V.""";"""TSC Gievenbeck IV""";"""TSC Münster-Gievenbeck e.V.""";"""SV Blau-Weiß Aasee V""";"""SV Blau-Weiß Aasee e.V.""";"""SV Blau-Weiß Aasee V""";"""SV Blau-Weiß Aasee e.V.""";"""3:1 / 100:86""";"""Sporthalle der Bonhoeffer Schule (48151 Münster)""";"""3:1 / 100:86""";"""2025/26""";"""Bezirksklasse 26 Frauen""";"""weiblich""";"""100:86""";"""153""";;"""3""";"""1""";"""24""";"""26""";"""78""";"""26""";"""24""";"""27""";"""25""";"""16""";"""21""";"""25""";"""20""";"""27""";;;;;;USC5;;;;;;
"""24.01.2026, 14:00:00""";"""Samstag""";"""37""";"""Spieltag 10""";"""USC6""";"""USC Münster e.V.""";"""TuS Saxonia Münster IV""";"""TuS Saxonia Münster 1883 e.V.""";"""SV Blau-Weiß Aasee VI""";"""SV Blau-Weiß Aasee e.V.""";"""USC6""";"""USC Münster e.V.""";"""1:3 / 75:94""";"""Mathilde-Anneke-Gesamtschule (48145 Münster)""";"""1:3 / 75:94""";"""2025/26""";"""Bezirksklasse 26 Frauen""";"""weiblich""";"""75:94""";"""92""";;"""1""";"""3""";"""14""";"""25""";"""18""";"""25""";"""19""";"""24""";"""23""";"""25""";"""31""";"""13""";"""25""";"""19""";;;;;;USC6;;;;;;
"""24.01.2026, 15:15:00""";"""Samstag""";"""38""";"""Spieltag 10""";"""SV Blau-Weiß Aasee VI""";"""SV Blau-Weiß Aasee e.V.""";"""SV Arminia Appelhülsen II""";"""SV Arminia Appelhülsen e.V.""";"""USC6""";"""USC Münster e.V.""";"""USC6""";"""USC Münster e.V.""";"""1:3 / 82:98""";"""Mathilde-Anneke-Gesamtschule (48145 Münster)""";"""1:3 / 82:98""";"""2025/26""";"""Bezirksklasse 26 Frauen""";"""weiblich""";"""82:98""";"""191""";;"""1""";"""3""";"""15""";"""25""";"""112""";"""25""";"""23""";"""26""";"""19""";"""25""";"""23""";"""23""";"""25""";"""30""";;;;;;USC6;;;;;;
"""31.01.2026, 17:15:00""";"""Samstag""";"""44""";"""Spieltag 11""";"""TSV Handorf""";"""TSV Handorf 1926/64 e.V.""";"""USC6""";"""USC Münster e.V.""";"""TuS Saxonia Münster IV""";"""TuS Saxonia Münster 1883 e.V.""";"""TuS Saxonia Münster IV""";"""TuS Saxonia Münster 1883 e.V.""";"""3:1 / 100:90""";"""Städtisches Wilhelm-Hittorf-Gymnasium (48151 Münster)""";"""3:1 / 100:90""";"""2025/26""";"""Bezirksklasse 26 Frauen""";"""weiblich""";"""100:90""";"""101""";;"""3""";"""1""";"""26""";"""24""";"""27""";"""23""";"""25""";"""26""";"""25""";"""17""";"""21""";"""26""";"""24""";"""27""";;;;;;USC6;;;;;;
"""01.02.2026, 14:30:00""";"""Sonntag""";"""41""";"""Spieltag 11""";"""SV Arminia Appelhülsen II""";"""SV Arminia Appelhülsen e.V.""";"""USC5""";"""USC Münster e.V.""";"""TSC Gievenbeck IV""";"""TSC Münster-Gievenbeck e.V.""";"""SV Arminia Appelhülsen II""";"""SV Arminia Appelhülsen e.V.""";"""0:3 / 23:75""";"""St. Marien Grundschule (48301 Nottuln)""";"""0:3 / 23:75""";"""2025/26""";"""Bezirksklasse 26 Frauen""";"""weiblich""";"""23:75""";"""44""";;"""0""";"""3""";"""9""";"""25""";"""13""";"""7""";"""25""";"""16""";"""7""";"""25""";"""15""";;;;;;;;;USC5;;;;;;
"""21.02.2026, 12:00:00""";"""Samstag""";"""47""";"""Spieltag 12""";"""TSC Gievenbeck IV""";"""TSC Münster-Gievenbeck e.V.""";"""USC6""";"""USC Münster e.V.""";"""TSV Handorf""";"""TSV Handorf 1926/64 e.V.""";"""TSC Gievenbeck IV""";"""TSC Münster-Gievenbeck e.V.""";"""3:0 / 75:59""";"""Sporthalle der Mosaikschule (48161 Münster)""";"""3:0 / 75:59""";"""2025/26""";"""Bezirksklasse 26 Frauen""";"""weiblich""";"""75:59""";"""73""";;"""3""";"""0""";"""25""";"""18""";"""21""";"""25""";"""21""";"""26""";"""25""";"""20""";"""26""";;;;;;;;;USC6;;;;;;
"""22.02.2026, 11:00:00""";"""Sonntag""";"""45""";"""Spieltag 12""";"""SV Blau-Weiß Aasee V""";"""SV Blau-Weiß Aasee e.V.""";"""SV Arminia Appelhülsen II""";"""SV Arminia Appelhülsen e.V.""";"""USC5""";"""USC Münster e.V.""";"""SV Blau-Weiß Aasee V""";"""SV Blau-Weiß Aasee e.V.""";"""3:0 / 75:44""";"""Sporthalle der Bonhoeffer Schule (48151 Münster)""";"""3:0 / 75:44""";"""2025/26""";"""Bezirksklasse 26 Frauen""";"""weiblich""";"""75:44""";"""72""";;"""3""";"""0""";"""25""";"""21""";"""30""";"""25""";"""15""";"""23""";"""25""";"""8""";"""19""";;;;;;;;;USC5;;;;;;
"""22.02.2026, 12:15:00""";"""Sonntag""";"""46""";"""Spieltag 12""";"""USC5""";"""USC Münster e.V.""";"""SV Blau-Weiß Aasee VI""";"""SV Blau-Weiß Aasee e.V.""";"""SV Blau-Weiß Aasee V""";"""SV Blau-Weiß Aasee e.V.""";"""SV Blau-Weiß Aasee V""";"""SV Blau-Weiß Aasee e.V.""";"""3:0 / 75:52""";"""Sporthalle der Bonhoeffer Schule (48151 Münster)""";"""3:0 / 75:52""";"""2025/26""";"""Bezirksklasse 26 Frauen""";"""weiblich""";"""75:52""";"""127""";;"""3""";"""0""";"""25""";"""13""";"""79""";"""25""";"""16""";"""24""";"""25""";"""23""";"""24""";;;;;;;;;USC5;;;;;;
"""08.03.2026, 12:00:00""";"""Sonntag""";"""51""";"""Spieltag 13""";"""USC5""";"""USC Münster e.V.""";"""TuS Saxonia Münster IV""";"""TuS Saxonia Münster 1883 e.V.""";"""USC6""";"""USC Münster e.V.""";"""USC5""";"""USC Münster e.V.""";"""3:0 / 75:46""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""3:0 / 75:46""";"""2025/26""";"""Bezirksklasse 26 Frauen""";"""weiblich""";"""75:46""";"""67""";;"""3""";"""0""";"""25""";"""17""";"""21""";"""25""";"""18""";"""22""";"""25""";"""11""";"""24""";;;;;;;;;USC6;;;;;;
"""08.03.2026, 13:15:00""";"""Sonntag""";"""52""";"""Spieltag 13""";"""USC6""";"""USC Münster e.V.""";"""SV Blau-Weiß Aasee V""";"""SV Blau-Weiß Aasee e.V.""";"""USC5""";"""USC Münster e.V.""";"""USC5""";"""USC Münster e.V.""";"""0:3 / 48:75""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""0:3 / 48:75""";"""2025/26""";"""Bezirksklasse 26 Frauen""";"""weiblich""";"""48:75""";"""118""";;"""0""";"""3""";"""19""";"""25""";"""76""";"""18""";"""25""";"""22""";"""11""";"""25""";"""20""";;;;;;;;;USC6;;;;;;
"""21.03.2026, 15:00:00""";"""Samstag""";"""55""";"""Spieltag 14""";"""TSV Handorf""";"""TSV Handorf 1926/64 e.V.""";"""USC5""";"""USC Münster e.V.""";"""SV Blau-Weiß Aasee V""";"""SV Blau-Weiß Aasee e.V.""";"""TSV Handorf""";"""TSV Handorf 1926/64 e.V.""";"""0:3 / 60:77""";"""2,5fach-Sporthalle Middelfeld (48157 Münster)""";"""0:3 / 60:77""";"""2025/26""";"""Bezirksklasse 26 Frauen""";"""weiblich""";"""60:77""";"""72""";;"""0""";"""3""";"""25""";"""27""";"""28""";"""15""";"""25""";"""20""";"""20""";"""25""";"""24""";;;;;;;;;USC5;;;;;;
"""22.03.2026, 16:15:00""";"""Sonntag""";"""54""";"""Spieltag 14""";"""SV Arminia Appelhülsen II""";"""SV Arminia Appelhülsen e.V.""";"""USC6""";"""USC Münster e.V.""";"""TSC Gievenbeck IV""";"""TSC Münster-Gievenbeck e.V.""";"""TSC Gievenbeck IV""";"""TSC Münster-Gievenbeck e.V.""";"""3:1 / 95:87""";"""Sporthalle der Mosaikschule (48161 Münster)""";"""3:1 / 95:87""";"""2025/26""";"""Bezirksklasse 26 Frauen""";"""weiblich""";"""95:87""";"""204""";;"""3""";"""1""";"""25""";"""23""";"""136""";"""20""";"""25""";"""21""";"""25""";"""18""";"""25""";"""25""";"""21""";"""22""";;;;;;USC6;;;;;;
"""21.09.2025, 11:00:00""";"""Sonntag""";"""1""";"""Spieltag 1""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""SC Münster 08 II""";"""Sportclub Münster 08 e.V.""";"""USC7""";"""USC Münster e.V.""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""0:3 / 47:75""";"""Sporthalle Ost (Zweifachhalle) (48145 Münster)""";"""0:3 / 47:75""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""47:75""";"""42""";;"""0""";"""3""";"""12""";"""25""";"""12""";"""19""";"""25""";"""14""";"""16""";"""25""";"""16""";;;;;;;;;USC7;;;;;;
"""21.09.2025, 12:00:00""";"""Sonntag""";"""2""";"""Spieltag 1""";"""USC7""";"""USC Münster e.V.""";"""USC8""";"""USC Münster e.V.""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""3:0 / 75:27""";"""Sporthalle Ost (Zweifachhalle) (48145 Münster)""";"""3:0 / 75:27""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""75:27""";"""93""";;"""3""";"""0""";"""25""";"""6""";"""59""";"""25""";"""4""";"""14""";"""25""";"""17""";"""20""";;;;;;;;;USC8;;;;;;
"""08.10.2025, 17:30:00""";"""Mittwoch""";"""8""";"""Spieltag 2""";"""SV Blau-Weiß Aasee IX""";"""SV Blau-Weiß Aasee e.V.""";"""USC7""";"""USC Münster e.V.""";"""-""";"""""";"""SV Blau-Weiß Aasee IX""";"""SV Blau-Weiß Aasee e.V.""";"""0:3 / 38:75""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""0:3 / 38:75""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""38:75""";"""80""";;"""0""";"""3""";"""7""";"""25""";"""38""";"""11""";"""25""";"""19""";"""20""";"""25""";"""23""";;;;;;;;;USC7;;;;;;
"""25.10.2025, 12:00:00""";"""Samstag""";"""23""";"""Spieltag 5""";"""SV Blau-Weiß Aasee VIII""";"""SV Blau-Weiß Aasee e.V.""";"""USC8""";"""USC Münster e.V.""";"""SV Blau-Weiß Aasee IX""";"""SV Blau-Weiß Aasee e.V.""";"""SV Blau-Weiß Aasee VIII""";"""SV Blau-Weiß Aasee e.V.""";"""3:0 / 75:35""";"""Sporthalle Ost (Zweifachhalle) (48145 Münster)""";"""3:0 / 75:35""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""75:35""";"""54""";;"""3""";"""0""";"""25""";"""9""";"""19""";"""25""";"""13""";"""18""";"""25""";"""13""";"""17""";;;;;;;;;USC8;;;;;;
"""02.11.2025, 11:00:00""";"""Sonntag""";"""27""";"""Spieltag 6""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""SV Blau-Weiß Aasee VIII""";"""SV Blau-Weiß Aasee e.V.""";"""USC7""";"""USC Münster e.V.""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""0:3 / 25:75""";"""Sporthalle Ost (Zweifachhalle) (48145 Münster)""";"""0:3 / 25:75""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""25:75""";"""42""";;"""0""";"""3""";"""5""";"""25""";"""14""";"""12""";"""25""";"""15""";"""8""";"""25""";"""13""";;;;;;;;;USC7;;;;;;
"""02.11.2025, 12:00:00""";"""Sonntag""";"""30""";"""Spieltag 6""";"""USC7""";"""USC Münster e.V.""";"""TSC Gievenbeck VI""";"""TSC Münster-Gievenbeck e.V.""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""0:3 / 40:75""";"""Sporthalle Ost (Zweifachhalle) (48145 Münster)""";"""0:3 / 40:75""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""40:75""";"""98""";;"""0""";"""3""";"""8""";"""25""";"""54""";"""15""";"""25""";"""22""";"""17""";"""25""";"""22""";;;;;;;;;USC7;;;;;;
"""05.11.2025, 17:30:00""";"""Mittwoch""";"""14""";"""Spieltag 3""";"""SV Blau-Weiß Aasee VIII""";"""SV Blau-Weiß Aasee e.V.""";"""USC7""";"""USC Münster e.V.""";"""-""";"""""";"""USC7""";"""USC Münster e.V.""";"""0:3 / 64:75""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""0:3 / 64:75""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""64:75""";"""109""";;"""0""";"""3""";"""22""";"""25""";"""61""";"""20""";"""25""";"""23""";"""22""";"""25""";"""25""";;;;;;;;;USC7;;;;;;
"""13.11.2025, 16:30:00""";"""Donnerstag""";"""13""";"""Spieltag 3""";"""USC8""";"""USC Münster e.V.""";"""SV Blau-Weiß Aasee IX""";"""SV Blau-Weiß Aasee e.V.""";"""-""";"""""";"""SV Blau-Weiß Aasee IX""";"""SV Blau-Weiß Aasee e.V.""";"""1:3 / 69:94""";"""Erich-Klausener-Schule (48151 Münster)""";"""1:3 / 69:94""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""69:94""";"""110""";;"""1""";"""3""";"""21""";"""25""";"""45""";"""16""";"""25""";"""23""";"""25""";"""19""";"""23""";"""7""";"""25""";"""19""";;;;;;USC8;;;;;;
"""15.11.2025, 12:00:00""";"""Samstag""";"""31""";"""Spieltag 7""";"""SC Münster 08 II""";"""Sportclub Münster 08 e.V.""";"""USC7""";"""USC Münster e.V.""";"""SV Blau-Weiß Aasee IX""";"""SV Blau-Weiß Aasee e.V.""";"""SC Münster 08 II""";"""Sportclub Münster 08 e.V.""";"""1:3 / 69:94""";"""Sporthalle Ost (Zweifachhalle) (48145 Münster)""";"""1:3 / 69:94""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""69:94""";"""74""";;"""1""";"""3""";"""15""";"""25""";"""13""";"""25""";"""19""";"""22""";"""15""";"""25""";"""20""";"""14""";"""25""";"""19""";;;;;;USC7;;;;;;
"""16.11.2025, 13:00:00""";"""Sonntag""";"""33""";"""Spieltag 7""";"""USC8""";"""USC Münster e.V.""";"""TSC Gievenbeck VI""";"""TSC Münster-Gievenbeck e.V.""";"""-""";"""""";"""USC8""";"""USC Münster e.V.""";"""0:3 / 23:75""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""0:3 / 23:75""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""23:75""";"""52""";;"""0""";"""3""";"""1""";"""25""";"""14""";"""10""";"""25""";"""17""";"""12""";"""25""";"""21""";;;;;;;;;USC8;;;;;;
"""23.11.2025, 12:00:00""";"""Sonntag""";"""37""";"""Spieltag 8""";"""SC Münster 08 II""";"""Sportclub Münster 08 e.V.""";"""USC8""";"""USC Münster e.V.""";"""-""";"""""";"""USC7""";"""USC Münster e.V.""";"""3:0 / 75:53""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""3:0 / 75:53""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""75:53""";"""60""";;"""3""";"""0""";"""25""";"""22""";"""17""";"""25""";"""8""";"""17""";"""25""";"""23""";"""26""";;;;;;;;;USC8;;;;;;
"""28.11.2025, 18:00:00""";"""Freitag""";"""36""";"""Spieltag 8""";"""USC7""";"""USC Münster e.V.""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""-""";"""""";"""USC7""";"""USC Münster e.V.""";"""3:0 / 75:39""";"""Sporthalle Ost (Zweifachhalle) (48145 Münster)""";"""3:0 / 75:39""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""75:39""";"""45""";;"""3""";"""0""";"""25""";"""18""";"""14""";"""25""";"""7""";"""15""";"""25""";"""14""";"""16""";;;;;;;;;USC7;;;;;;
"""06.12.2025, 15:00:00""";"""Samstag""";"""41""";"""Spieltag 9""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""USC8""";"""USC Münster e.V.""";"""TSC Gievenbeck VI""";"""TSC Münster-Gievenbeck e.V.""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""2:3 / 98:101""";"""Sporthalle Ost (Zweifachhalle) (48145 Münster)""";"""2:3 / 98:101""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""98:101""";"""89""";;"""2""";"""3""";"""21""";"""25""";"""16""";"""25""";"""15""";"""18""";"""25""";"""21""";"""22""";"""16""";"""25""";"""21""";"""11""";"""15""";"""12""";;;USC8;;;;;;
"""15.12.2025, 18:30:00""";"""Montag""";"""47""";"""Spieltag 10""";"""USC8""";"""USC Münster e.V.""";"""USC7""";"""USC Münster e.V.""";"""-""";"""""";"""USC8""";"""USC Münster e.V.""";"""0:3 / 42:75""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""0:3 / 42:75""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""42:75""";"""-""";;"""0""";"""3""";"""10""";"""25""";"""-""";"""19""";"""25""";"""-""";"""13""";"""25""";"""-""";;;;;;;;;USC8;;;;;;
"""07.01.2026, 17:30:00""";"""Mittwoch""";"""43""";"""Spieltag 9""";"""SV Ems Westbevern III""";"""SV Ems Westbevern 1923 e.V.""";"""USC7""";"""USC Münster e.V.""";"""-""";"""""";"""USC7""";"""USC Münster e.V.""";"""0:3 / 28:75""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""0:3 / 28:75""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""28:75""";"""83""";;"""0""";"""3""";"""11""";"""25""";"""51""";"""11""";"""25""";"""18""";"""6""";"""25""";"""14""";;;;;;;;;USC7;;;;;;
"""10.01.2026, 11:00:00""";"""Samstag""";"""53""";"""Spieltag 11""";"""USC7""";"""USC Münster e.V.""";"""SV Blau-Weiß Aasee IX""";"""SV Blau-Weiß Aasee e.V.""";"""-""";"""""";"""USC7""";"""USC Münster e.V.""";"""2:3 / 98:114""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""2:3 / 98:114""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""98:114""";"""118""";;"""2""";"""3""";"""28""";"""26""";"""32""";"""10""";"""25""";"""19""";"""22""";"""25""";"""25""";"""25""";"""23""";"""25""";"""13""";"""15""";"""17""";;;USC7;;;;;;
"""17.01.2026, 12:00:00""";"""Samstag""";"""59""";"""Spieltag 12""";"""SV Blau-Weiß Aasee IX""";"""SV Blau-Weiß Aasee e.V.""";"""USC8""";"""USC Münster e.V.""";"""-""";"""""";"""SV Blau-Weiß Aasee IX""";"""SV Blau-Weiß Aasee e.V.""";"""2:3 / 99:98""";"""Sporthalle der Bonhoeffer Schule (48151 Münster)""";"""2:3 / 99:98""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""99:98""";"""166""";;"""2""";"""3""";"""20""";"""25""";"""85""";"""25""";"""17""";"""22""";"""25""";"""16""";"""20""";"""21""";"""25""";"""25""";"""8""";"""15""";"""14""";;;USC8;;;;;;
"""21.01.2026, 17:30:00""";"""Mittwoch""";"""60""";"""Spieltag 12""";"""USC7""";"""USC Münster e.V.""";"""SV Blau-Weiß Aasee VIII""";"""SV Blau-Weiß Aasee e.V.""";"""-""";"""""";"""USC7""";"""USC Münster e.V.""";"""3:0 / 75:58""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""3:0 / 75:58""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""75:58""";"""100""";;"""3""";"""0""";"""25""";"""21""";"""53""";"""25""";"""15""";"""23""";"""25""";"""22""";"""24""";;;;;;;;;USC7;;;;;;
"""01.02.2026, 11:00:00""";"""Sonntag""";"""68""";"""Spieltag 14""";"""USC8""";"""USC Münster e.V.""";"""SV Blau-Weiß Aasee VIII""";"""SV Blau-Weiß Aasee e.V.""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""USC8""";"""USC Münster e.V.""";"""0:3 / 40:75""";"""Halle Berg Fidel (48151 Münster)""";"""0:3 / 40:75""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""40:75""";"""59""";;"""0""";"""3""";"""13""";"""25""";"""22""";"""13""";"""25""";"""18""";"""14""";"""25""";"""19""";;;;;;;;;USC8;;;;;;
"""01.02.2026, 12:00:00""";"""Sonntag""";"""69""";"""Spieltag 14""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""SV Blau-Weiß Aasee IX""";"""SV Blau-Weiß Aasee e.V.""";"""USC8""";"""USC Münster e.V.""";"""USC8""";"""USC Münster e.V.""";"""1:3 / 96:98""";"""Halle Berg Fidel (48151 Münster)""";"""1:3 / 96:98""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""96:98""";"""145""";;"""1""";"""3""";"""25""";"""20""";"""72""";"""23""";"""25""";"""25""";"""26""";"""28""";"""24""";"""22""";"""25""";"""24""";;;;;;USC8;;;;;;
"""15.02.2026, 13:00:00""";"""Sonntag""";"""75""";"""Spieltag 15""";"""TSC Gievenbeck VI""";"""TSC Münster-Gievenbeck e.V.""";"""USC7""";"""USC Münster e.V.""";"""SV Blau-Weiß Aasee VIII""";"""SV Blau-Weiß Aasee e.V.""";"""SV Blau-Weiß Aasee VIII""";"""SV Blau-Weiß Aasee e.V.""";"""3:1 / 99:78""";"""Städtisches Wilhelm-Hittorf-Gymnasium (48151 Münster)""";"""3:1 / 99:78""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""99:78""";"""151""";;"""3""";"""1""";"""24""";"""26""";"""81""";"""25""";"""18""";"""24""";"""25""";"""15""";"""23""";"""25""";"""19""";"""23""";;;;;;USC7;;;;;;
"""22.02.2026, 11:00:00""";"""Sonntag""";"""76""";"""Spieltag 16""";"""USC7""";"""USC Münster e.V.""";"""SC Münster 08 II""";"""Sportclub Münster 08 e.V.""";"""SV Blau-Weiß Aasee VIII""";"""SV Blau-Weiß Aasee e.V.""";"""USC7""";"""USC Münster e.V.""";"""3:0 / 76:49""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""3:0 / 76:49""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""76:49""";"""63""";;"""3""";"""0""";"""25""";"""16""";"""19""";"""26""";"""24""";"""28""";"""25""";"""9""";"""16""";;;;;;;;;USC7;;;;;;
"""22.02.2026, 12:00:00""";"""Sonntag""";"""77""";"""Spieltag 16""";"""SV Blau-Weiß Aasee VIII""";"""SV Blau-Weiß Aasee e.V.""";"""SV Blau-Weiß Aasee IX""";"""SV Blau-Weiß Aasee e.V.""";"""USC7""";"""USC Münster e.V.""";"""USC7""";"""USC Münster e.V.""";"""3:0 / 77:57""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""3:0 / 77:57""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""77:57""";"""131""";;"""3""";"""0""";"""25""";"""15""";"""81""";"""25""";"""17""";"""21""";"""27""";"""25""";"""29""";;;;;;;;;USC7;;;;;;
"""23.02.2026, 16:30:00""";"""Montag""";"""80""";"""Spieltag 16""";"""TSC Gievenbeck VI""";"""TSC Münster-Gievenbeck e.V.""";"""USC8""";"""USC Münster e.V.""";"""-""";"""""";"""TSC Gievenbeck VI""";"""TSC Münster-Gievenbeck e.V.""";"""3:0 / 75:37""";"""Sporthalle der Mosaikschule (48161 Münster)""";"""3:0 / 75:37""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""75:37""";"""77""";;"""3""";"""0""";"""25""";"""11""";"""39""";"""25""";"""13""";"""22""";"""25""";"""13""";"""16""";;;;;;;;;USC8;;;;;;
"""01.03.2026, 15:00:00""";"""Sonntag""";"""29""";"""Spieltag 6""";"""SV Ems Westbevern III""";"""SV Ems Westbevern 1923 e.V.""";"""USC8""";"""USC Münster e.V.""";"""-""";"""""";"""USC8""";"""USC Münster e.V.""";"""1:3 / 68:91""";"""Halle Berg Fidel (48151 Münster)""";"""1:3 / 68:91""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""68:91""";"""95""";;"""1""";"""3""";"""17""";"""25""";"""34""";"""25""";"""16""";"""21""";"""9""";"""25""";"""19""";"""17""";"""25""";"""21""";;;;;;USC8;;;;;;
"""01.03.2026, 16:00:00""";"""Sonntag""";"""74""";"""Spieltag 15""";"""USC8""";"""USC Münster e.V.""";"""SV Ems Westbevern III""";"""SV Ems Westbevern 1923 e.V.""";"""-""";"""""";"""USC8""";"""USC Münster e.V.""";"""3:0 / 75:58""";"""Halle Berg Fidel (48151 Münster)""";"""3:0 / 75:58""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""75:58""";"""64""";;"""3""";"""0""";"""25""";"""20""";"""21""";"""25""";"""20""";"""24""";"""25""";"""18""";"""19""";;;;;;;;;USC8;;;;;;
